0.22551442576666667 0.333
0.10818058883333334	0.43
0.5162171408333334	0.06
0.4882573183	-0.16
0.0708494733	0.12
0.13339997128533332	0.15
0.0516073793	0.25
0.16686041497466667	-0.03
0.2689299939	0.06
0.16904905083333333	0.23
0.19995855823333333	0.12
0.2766080123	-0.106
0.10459493276666666	0.35
0.13576242733333332	0.22
0.2628492088	0.03
0.6472266601333333	-0.16
0.0820547952	0.23
0.0504232759	0.12
0.29175092593333335	0.2
0.0324064948	0.14
0.12532078933333332	0.13
0.0307350102	0.33
0.5459736722666667	-0.06
0.11691634886666666	0.133
0.0928835198	0.1
0.5027140373666666	-0.1
0.400281556	0.44
0.22275721296666667	-0.24
0.24755843986666665	0.06
0.30486327076666664	-0.133
0.12616917856666665	0.15
0.34176297733333333	0.2
0.091833597	0.266
0.13851137033333333	0.2
0.09020716253333333	0.366
0.09902224873333335	0.266
0.17993909336666666	-0.133
0.0476045226	-0.1
0.8139881392666667	-0.1
0.18950731996666664	0.19
0.1327474982	0.1
0.1923174741	0.166
0.06810675673333333	0.1
0.1636814759	0.06
0.07896679256666667	0.463
0.16391625416666666	0.366
0.11104895753333333	0.524
0.0198147214	0.066
0.0264955944	0.2
0.0226321177	0.466
0.0656435398	0.063
